provider_id,npi,specialty,state
PRV018189,1228596443,Family Medicine,CT
PRV018190,1508376400,Orthopedics,UT
PRV018191,1527762717,Emergency Medicine,KS
PRV018192,1089433373,Cardiology,UT
PRV018193,1993885369,Radiology,VA
PRV018194,1711614626,Internal Medicine,VT
PRV018195,1780660200,OBGYN,CA
PRV018196,1062004028,Dermatology,NH
PRV018197,1477677409,Dermatology,NV
PRV018198,1201692510,Cardiology,HI
PRV018199,1457509063,Family Medicine,SD
PRV018200,1227881788,Radiology,MN
PRV018201,1320387290,Radiology,CA
PRV018202,1745594350,OBGYN,KS
PRV018203,1788987497,Radiology,KS
PRV018204,1498989634,Radiology,NC
PRV018205,1811508391,Dermatology,WY
PRV018206,1204360808,Emergency Medicine,MS
PRV018207,1221861046,Psychiatry,MO
PRV018208,1120107483,Radiology,ND
PRV018209,1148979780,Radiology,VT
PRV018210,1410762398,Pediatrics,KS
PRV018211,1739861371,Emergency Medicine,VA
PRV018212,1131955092,Emergency Medicine,AK
PRV018213,1753299933,Radiology,VA
PRV018214,1314880633,Radiology,WA
PRV018215,1012820267,Orthopedics,TX
PRV018216,1781683809,Orthopedics,ID
PRV018217,1716567173,OBGYN,NJ
PRV018218,1889886144,Internal Medicine,TN
PRV018219,1750756822,Emergency Medicine,LA
PRV018220,1401109309,Internal Medicine,UT
PRV018221,1431646868,Emergency Medicine,AZ
PRV018222,1484072996,Dermatology,NJ
PRV018223,1553944501,Internal Medicine,NC
PRV018224,1729813740,Pediatrics,KS
PRV018225,1947747645,Orthopedics,NM
PRV018226,1333835602,Dermatology,ME
PRV018227,1183111306,Emergency Medicine,WV
PRV018228,1719625110,Radiology,FL
PRV018229,1551731277,Emergency Medicine,OR
PRV018230,1714089757,Radiology,IN
PRV018231,1834461690,Cardiology,WY
PRV018232,1887541978,Orthopedics,OK
PRV018233,1186707357,Family Medicine,NJ
PRV018234,1166537730,Dermatology,MI
PRV018235,1429308405,Emergency Medicine,IA
PRV018236,1673368438,Pediatrics,NE
PRV018237,1150459071,Pediatrics,MN
PRV018238,1432494163,Psychiatry,VT
PRV018239,1844536510,Psychiatry,TX
PRV018240,1773091497,Pediatrics,ID
PRV018241,1867181228,OBGYN,SC
PRV018242,1987548415,Cardiology,FL
PRV018243,1847701315,OBGYN,NH
PRV018244,1521377314,OBGYN,TX
PRV018245,1757442395,Emergency Medicine,OR
PRV018246,1065149904,Family Medicine,CA
PRV018247,1156548141,Emergency Medicine,FL
PRV018248,1742823217,Radiology,AR
PRV018249,1502592680,Psychiatry,IA
PRV018250,1404094043,Pediatrics,AL
PRV018251,1422140293,Dermatology,NH
PRV018252,1119031201,Family Medicine,FL
PRV018253,1782405984,Family Medicine,TN
PRV018254,1126680337,Internal Medicine,WA
PRV018255,1651016980,Orthopedics,MD
PRV018256,1870780422,Psychiatry,CA
PRV018257,1433650377,Family Medicine,SD
PRV018258,1444875561,Psychiatry,FL
PRV018259,1990078347,Psychiatry,NV
PRV018260,1357991874,Internal Medicine,NM
PRV018261,1376192589,Pediatrics,NC
PRV018262,1905048346,Orthopedics,OK
PRV018263,1972657889,Dermatology,MS
PRV018264,1870517956,Family Medicine,VT
PRV018265,1478939198,Orthopedics,NE
PRV018266,1026371799,Radiology,NY
PRV018267,1971473221,Emergency Medicine,FL
PRV018268,1554641021,Radiology,MI
PRV018269,1480112788,Dermatology,NV
PRV018270,1067469104,Orthopedics,OH
PRV018271,1461944782,Internal Medicine,FL
PRV018272,1647515577,Psychiatry,RI
PRV018273,1072910425,Family Medicine,OK
PRV018274,1750777487,OBGYN,AK
PRV018275,1776372982,Radiology,WI
PRV018276,1804837765,Psychiatry,NY
PRV018277,1896771984,Radiology,LA
PRV018278,1019352326,Pediatrics,FL
PRV018279,1736181791,Orthopedics,ME
PRV018280,1099672184,Orthopedics,MA
PRV018281,1041499411,Internal Medicine,AZ
PRV018282,1536646472,Orthopedics,AK
PRV018283,1091983176,Psychiatry,PA
PRV018284,1589465422,Psychiatry,ND
PRV018285,1086870150,Internal Medicine,GA
PRV018286,1672883583,Emergency Medicine,MT
PRV018287,1705744934,Emergency Medicine,NV
PRV018288,1448190698,Emergency Medicine,MD
PRV018289,1536819252,Internal Medicine,WV
PRV018290,1075847146,Dermatology,IN
PRV018291,1661222714,Emergency Medicine,IA
PRV018292,1447256159,Radiology,NV
PRV018293,1002288051,Emergency Medicine,AZ
PRV018294,1414347299,Emergency Medicine,VA
PRV018295,1786548867,Dermatology,AR
PRV018296,1505636378,Internal Medicine,GA
PRV018297,1461579659,Internal Medicine,HI
PRV018298,1184184438,OBGYN,CA
PRV018299,1386912472,Family Medicine,ME
PRV018300,1383889956,Dermatology,NJ
PRV018301,1661996101,Emergency Medicine,AL
PRV018302,1909233266,Internal Medicine,WA
PRV018303,1476912962,Pediatrics,KS
PRV018304,1632930568,Family Medicine,NM
PRV018305,1000379436,Pediatrics,NE
PRV018306,1760421853,Cardiology,NE
PRV018307,1269633110,Cardiology,WA
PRV018308,1128175471,OBGYN,CO
PRV018309,1440407090,Cardiology,GA
PRV018310,1765648940,Cardiology,DE
PRV018311,1438942744,Pediatrics,DE
PRV018312,1668711848,Pediatrics,NY
PRV018313,1392258096,Psychiatry,VT
PRV018314,1338806195,Internal Medicine,KY
PRV018315,1425573293,Psychiatry,OK
PRV018316,1005229737,Orthopedics,AZ
PRV018317,1203836242,Pediatrics,CT
PRV018318,1121243078,Orthopedics,OH
PRV018319,1763974028,Orthopedics,AR
PRV018320,1227401824,Pediatrics,GA
PRV018321,1815398624,Cardiology,ND
PRV018322,1768831704,Dermatology,UT
PRV018323,1501524856,OBGYN,NV
PRV018324,1129387058,Emergency Medicine,DE
PRV018325,1634795993,Internal Medicine,CT
PRV018326,1477316644,OBGYN,AK
PRV018327,1436896440,Psychiatry,LA
PRV018328,1350978205,Emergency Medicine,RI
PRV018329,1441053689,OBGYN,OK
PRV018330,1081352069,Pediatrics,SD
PRV018331,1334082801,OBGYN,IN
PRV018332,1747476304,Cardiology,ND
PRV018333,1994113748,Internal Medicine,AK
PRV018334,1707637110,Cardiology,IN
PRV018335,1281066526,Cardiology,CT
PRV018336,1747247768,Psychiatry,SD
PRV018337,1764948561,Radiology,NJ
PRV018338,1741615089,OBGYN,KS
PRV018339,1245815479,Pediatrics,ND
PRV018340,1693822439,Internal Medicine,NV
PRV018341,1699936228,Radiology,TN
PRV018342,1861311457,Psychiatry,WA
PRV018343,1809138310,OBGYN,ND
PRV018344,1361645775,Pediatrics,MN
PRV018345,1125527018,Family Medicine,KY
PRV018346,1043126148,Orthopedics,TN
PRV018347,1017690520,Radiology,NY
PRV018348,1185322389,OBGYN,CO
PRV018349,1805474636,Pediatrics,ND
PRV018350,1560363853,Pediatrics,OH
PRV018351,1612362838,Cardiology,MA
PRV018352,1684259721,Internal Medicine,NH
PRV018353,1085274442,OBGYN,MI
PRV018354,1895330000,Cardiology,MT
PRV018355,1300002158,Orthopedics,RI
PRV018356,1275877340,Orthopedics,OK
PRV018357,1373035039,Pediatrics,GA
PRV018358,1796345128,Family Medicine,NJ
PRV018359,1778320850,Orthopedics,DE
PRV018360,1086218990,Psychiatry,MS
PRV018361,1334459071,OBGYN,OK
PRV018362,1057370522,Internal Medicine,ND
PRV018363,1372193749,Psychiatry,NV
PRV018364,1277271459,Orthopedics,NJ
PRV018365,1909625104,Dermatology,AL
PRV018366,1873291576,Radiology,IA
PRV018367,1828113730,Pediatrics,IN
PRV018368,1039289287,Orthopedics,CT
PRV018369,1212418688,Orthopedics,IL
PRV018370,1052149115,OBGYN,OK
PRV018371,1102232984,Internal Medicine,CA
PRV018372,1705301523,Pediatrics,NV
PRV018373,1877718500,OBGYN,NM
PRV018374,1265654141,Cardiology,WA
PRV018375,1497064151,Internal Medicine,AZ
PRV018376,1741143927,Radiology,MA
PRV018377,1392722336,Psychiatry,ID
PRV018378,1280353409,Family Medicine,AR
PRV018379,1055197717,Psychiatry,IN
PRV018380,1458371949,Family Medicine,PA
PRV018381,1859226677,Radiology,MI
PRV018382,1947407746,Orthopedics,MT
PRV018383,1826310905,Orthopedics,KS
PRV018384,1956404017,Cardiology,GA
PRV018385,1152526591,OBGYN,IL
PRV018386,1059950662,Internal Medicine,OK
PRV018387,1682278953,Cardiology,RI
PRV018388,1739187118,Emergency Medicine,AK
PRV018389,1515582788,Dermatology,OK
PRV018390,1441968561,Family Medicine,IA
PRV018391,1769109439,Cardiology,NV
PRV018392,1783284619,Psychiatry,MT
PRV018393,1618917666,Internal Medicine,MA
PRV018394,1852993622,OBGYN,LA
PRV018395,1847223917,Cardiology,MN
PRV018396,1302089493,Family Medicine,IA
PRV018397,1482156397,Cardiology,AK
PRV018398,1481218838,Psychiatry,NY
PRV018399,1078498242,Family Medicine,CT
PRV018400,1843052967,Psychiatry,WI
PRV018401,1174333527,Cardiology,SC
PRV018402,1142494212,Internal Medicine,AR
PRV018403,1260576727,Psychiatry,NJ
PRV018404,1070819839,Family Medicine,TX
PRV018405,1782576509,Dermatology,MO
PRV018406,1856407509,Emergency Medicine,SD
PRV018407,1437036304,Orthopedics,ID
PRV018408,1257218992,OBGYN,NM
PRV018409,1099271683,OBGYN,AR
PRV018410,1108641888,Emergency Medicine,OH
PRV018411,1874748895,Pediatrics,CA
PRV018412,1128256115,Psychiatry,NM
PRV018413,1765830967,Cardiology,NY
PRV018414,1794770067,Pediatrics,WA
PRV018415,1027964448,Pediatrics,VA
PRV018416,1021389225,OBGYN,KS
PRV018417,1967424265,Family Medicine,NJ
PRV018418,1689287445,Dermatology,VT
PRV018419,1788993181,Cardiology,VT
PRV018420,1233617680,Internal Medicine,OK
PRV018421,1075858416,Dermatology,MO
PRV018422,1489823269,Emergency Medicine,IL
PRV018423,1041491543,OBGYN,PA
PRV018424,1582400350,Orthopedics,SC
PRV018425,1844989070,Psychiatry,CO
PRV018426,1926279758,Dermatology,VT
PRV018427,1671618394,Emergency Medicine,IN
PRV018428,1503263682,Dermatology,MS
PRV018429,1210733401,Internal Medicine,VA
PRV018430,1295453628,Pediatrics,OH
PRV018431,1899045913,Dermatology,MN
PRV018432,1567080225,Radiology,MO
PRV018433,1580909416,Orthopedics,AK
PRV018434,1607737117,Pediatrics,IA
PRV018435,1448216867,Internal Medicine,TX
PRV018436,1166847809,Internal Medicine,IN
PRV018437,1204345026,Cardiology,CO
PRV018438,1988978571,Family Medicine,GA
PRV018439,1269249265,Psychiatry,VA
PRV018440,1706124953,Emergency Medicine,MO
PRV018441,1417933830,Emergency Medicine,CA
PRV018442,1408770690,Family Medicine,NM
PRV018443,1701392334,Orthopedics,IA
PRV018444,1434011575,Internal Medicine,IA
PRV018445,1104147147,Pediatrics,SD
PRV018446,1526795146,Radiology,ND
PRV018447,1472548367,Dermatology,LA
PRV018448,1890372651,Pediatrics,ID
PRV018449,1620547958,Family Medicine,MA
PRV018450,1732149811,Cardiology,DE
PRV018451,1140224366,Orthopedics,TX
PRV018452,1838862917,Family Medicine,TX
PRV018453,1479561409,OBGYN,TX
PRV018454,1818716558,Emergency Medicine,ID
PRV018455,1944479568,Internal Medicine,WA
PRV018456,1573368774,Emergency Medicine,IL
PRV018457,1569394369,Emergency Medicine,MI
PRV018458,1445196297,Family Medicine,PA
PRV018459,1827170629,Psychiatry,WY
PRV018460,1758993440,Radiology,VT
PRV018461,1295304199,Radiology,VT
PRV018462,1784710288,Emergency Medicine,MD
PRV018463,1653945541,Radiology,IA
PRV018464,1516489091,Orthopedics,CO
PRV018465,1545984648,Dermatology,IA
PRV018466,1839347979,Internal Medicine,WY
PRV018467,1176075638,Orthopedics,WA
PRV018468,1206136112,Dermatology,AK
PRV018469,1670032059,Dermatology,MD
PRV018470,1273731948,Radiology,NC
PRV018471,1751181731,Pediatrics,MS
PRV018472,1775279098,Psychiatry,MN
PRV018473,1128171414,Emergency Medicine,LA
PRV018474,1717575718,Emergency Medicine,OH
PRV018475,1088403547,Orthopedics,NE
PRV018476,1707322110,Orthopedics,KY
PRV018477,1272859425,OBGYN,MN
PRV018478,1453480551,Orthopedics,OK
PRV018479,1705852083,Emergency Medicine,MT
PRV018480,1174933134,Internal Medicine,MO
PRV018481,1922442094,Family Medicine,UT
PRV018482,1751746672,Emergency Medicine,NJ
PRV018483,1262887165,Orthopedics,OH
PRV018484,1029075146,Dermatology,DE
PRV018485,1398413708,Emergency Medicine,OK
PRV018486,1862451617,Orthopedics,ND
PRV018487,1488477346,Dermatology,OK
PRV018488,1302353377,Cardiology,IN
PRV018489,1696041198,Internal Medicine,MO
PRV018490,1621750591,Psychiatry,MI
PRV018491,1684815278,OBGYN,RI
PRV018492,1840156483,Emergency Medicine,TX
PRV018493,1498827998,Cardiology,WA
PRV018494,1559776748,Family Medicine,VT
PRV018495,1132316395,Family Medicine,ID
PRV018496,1447850170,Pediatrics,CT
PRV018497,1033699655,Orthopedics,NC
PRV018498,1355137750,Family Medicine,WV
PRV018499,1493205154,Family Medicine,MN
PRV018500,1762478264,OBGYN,IN
PRV018501,1823558163,Emergency Medicine,WV
PRV018502,1502211804,Radiology,TN
PRV018503,1330683683,Psychiatry,ID
PRV018504,1076502480,Internal Medicine,AR
PRV018505,1759212200,Cardiology,FL
PRV018506,1749723927,Internal Medicine,MD
PRV018507,1965903489,Emergency Medicine,UT
PRV018508,1482298032,Psychiatry,IA
PRV018509,1558437221,Cardiology,VA
PRV018510,1836582026,Cardiology,OR
PRV018511,1655726817,Orthopedics,VA
PRV018512,1792234616,Psychiatry,WV
PRV018513,1492507441,Internal Medicine,GA
PRV018514,1713708883,Radiology,NH
PRV018515,1830836929,OBGYN,NY
PRV018516,1092697534,Radiology,MO
PRV018517,1845397236,Pediatrics,MD
PRV018518,1476498027,Orthopedics,MO
PRV018519,1559469534,Orthopedics,UT
PRV018520,1257511045,Pediatrics,NH
PRV018521,1757579239,Cardiology,MD
PRV018522,1562786908,Dermatology,WY
PRV018523,1510542956,Internal Medicine,AR
PRV018524,1162494590,Pediatrics,NV
PRV018525,1089102004,OBGYN,IL
PRV018526,1321401635,Pediatrics,UT
PRV018527,1131325818,Orthopedics,ID
PRV018528,1751782297,Orthopedics,NM
PRV018529,1339649603,Internal Medicine,OK
PRV018530,1470487230,Psychiatry,TX
PRV018531,1257148995,Pediatrics,IN
PRV018532,1014862880,Dermatology,FL
PRV018533,1035663942,Pediatrics,CT
PRV018534,1562640675,Internal Medicine,WI
PRV018535,1786251167,Family Medicine,NE
PRV018536,1131393797,OBGYN,WI
PRV018537,1627770300,OBGYN,KY
PRV018538,1172608888,Cardiology,TX
PRV018539,1665897434,Dermatology,ID
PRV018540,1098559831,OBGYN,WY
PRV018541,1162446057,Internal Medicine,SD
PRV018542,1150871043,Internal Medicine,MD
PRV018543,1169247460,Dermatology,NV
PRV018544,1599277101,Internal Medicine,NJ
PRV018545,1234090405,Pediatrics,VT
PRV018546,1700326700,Dermatology,KS
PRV018547,1338280391,OBGYN,NC
PRV018548,1116832044,OBGYN,CO
PRV018549,1940566569,Psychiatry,MS
PRV018550,1903256760,Radiology,TX
PRV018551,1475821034,Psychiatry,SC
PRV018552,1544700037,Family Medicine,WY
PRV018553,1731134950,Pediatrics,RI
PRV018554,1321808571,Orthopedics,VT
PRV018555,1169503715,OBGYN,IN
PRV018556,1663832331,Emergency Medicine,WY
PRV018557,1995737778,Family Medicine,NC
PRV018558,1848638858,Orthopedics,MO
PRV018559,1777016551,Family Medicine,IA
PRV018560,1415848755,Cardiology,MI
PRV018561,1482023536,Psychiatry,MA
PRV018562,1597672144,OBGYN,ID
PRV018563,1851218604,Pediatrics,MO
PRV018564,1043875179,Emergency Medicine,HI
PRV018565,1709919540,Family Medicine,NY
PRV018566,1252159796,OBGYN,MO
PRV018567,1173709482,Emergency Medicine,MO
PRV018568,1335871000,Orthopedics,MD
PRV018569,1903766533,Cardiology,PA
PRV018570,1030709187,Pediatrics,NY
PRV018571,1296908098,Family Medicine,WY
PRV018572,1652333203,Radiology,KY
PRV018573,1877326888,Pediatrics,KS
PRV018574,1627450706,Pediatrics,VT
PRV018575,1516426410,Dermatology,OH
PRV018576,1901694547,Orthopedics,UT
PRV018577,1146866697,Family Medicine,IL
PRV018578,1306790084,Pediatrics,NE
PRV018579,1098692918,Emergency Medicine,ND
PRV018580,1556747131,Emergency Medicine,GA
PRV018581,1209041398,Family Medicine,CT
PRV018582,1451624653,Radiology,OH
PRV018583,1001145528,Family Medicine,WV
PRV018584,1790358886,Orthopedics,MS
PRV018585,1354572121,Internal Medicine,ND
PRV018586,1572202143,Pediatrics,MO
PRV018587,1467685946,Orthopedics,DE
PRV018588,1318217287,Cardiology,TX
PRV018589,1740057314,Psychiatry,WV
PRV018590,1871214826,Dermatology,IN
PRV018591,1296026537,Internal Medicine,TX
PRV018592,1797972216,Radiology,CA
PRV018593,1229671108,OBGYN,HI
PRV018594,1760992375,Dermatology,OK
PRV018595,1478612605,Internal Medicine,WI
PRV018596,1550631818,Dermatology,WV
PRV018597,1265017240,Internal Medicine,SD
PRV018598,1029696548,OBGYN,VA
PRV018599,1570756995,Orthopedics,PA
PRV018600,1442123954,OBGYN,FL
PRV018601,1598100277,Radiology,SC
PRV018602,1971957903,OBGYN,TN
PRV018603,1770739659,Radiology,NJ
PRV018604,1701514788,Psychiatry,GA
PRV018605,1793636680,Family Medicine,VA
PRV018606,1859698487,Radiology,TX
PRV018607,1878532337,Dermatology,WI
PRV018608,1994595028,Family Medicine,PA
PRV018609,1489645833,Cardiology,OR
PRV018610,1939248557,Emergency Medicine,IA
PRV018611,1111174895,Family Medicine,CA
PRV018612,1988555335,Family Medicine,OR
PRV018613,1419685391,Dermatology,HI
PRV018614,1842986292,Psychiatry,VT
PRV018615,1934683220,Internal Medicine,KY
PRV018616,1184991128,OBGYN,NC
PRV018617,1991297334,Orthopedics,NC
PRV018618,1976604919,Cardiology,IA
PRV018619,1687978601,Orthopedics,NY
PRV018620,1494162709,Internal Medicine,NE
PRV018621,1849474089,Radiology,KY
PRV018622,1492707593,Pediatrics,MI
PRV018623,1041994549,Pediatrics,IA
PRV018624,1482514587,Pediatrics,IL
PRV018625,1002122945,OBGYN,WY
PRV018626,1300059595,Family Medicine,ME
PRV018627,1131095536,Family Medicine,WY
PRV018628,1581922939,Family Medicine,OH
PRV018629,1859463787,Dermatology,HI
PRV018630,1877521457,Pediatrics,UT
PRV018631,1350535038,Psychiatry,WI
PRV018632,1835818915,Orthopedics,VT
PRV018633,1340811607,Emergency Medicine,MO
PRV018634,1318898100,Cardiology,TX
PRV018635,1413684271,Cardiology,MT
PRV018636,1420683914,Cardiology,WY
PRV018637,1942141894,Emergency Medicine,NM
PRV018638,1052158621,Family Medicine,TX
PRV018639,1690283935,Family Medicine,MO
PRV018640,1892122349,Pediatrics,AZ
PRV018641,1389616445,Dermatology,NJ
PRV018642,1174643889,OBGYN,MD
PRV018643,1916508677,Dermatology,VA
PRV018644,1528575987,Dermatology,IL
PRV018645,1775602667,Radiology,VA
PRV018646,1679775436,Dermatology,OK
PRV018647,1180995477,OBGYN,OR
PRV018648,1748672997,Cardiology,AZ
PRV018649,1439080873,Family Medicine,MD
PRV018650,1133408186,Emergency Medicine,MD
PRV018651,1609992138,Internal Medicine,AR
PRV018652,1261831242,Emergency Medicine,WI
PRV018653,1884470387,Psychiatry,ND
PRV018654,1887891785,Pediatrics,CA
PRV018655,1784742346,Emergency Medicine,MN
PRV018656,1015187999,Orthopedics,TN
PRV018657,1619813415,Psychiatry,MN
PRV018658,1149715522,Cardiology,CT
PRV018659,1556137656,Orthopedics,PA
PRV018660,1278133266,Cardiology,HI
PRV018661,1521073570,Family Medicine,NY
PRV018662,1028013229,Pediatrics,CT
PRV018663,1293649881,Dermatology,CA
PRV018664,1569616776,Emergency Medicine,VT
PRV018665,1610019962,Psychiatry,AL
PRV018666,1791183129,Psychiatry,MI
PRV018667,1247826662,OBGYN,MD
PRV018668,1092892055,Psychiatry,ND
PRV018669,1475220235,Internal Medicine,MS
PRV018670,1965219900,Emergency Medicine,DE
PRV018671,1004202393,OBGYN,AL
PRV018672,1235072105,Radiology,SD
PRV018673,1555813962,Pediatrics,CO
PRV018674,1357036625,Emergency Medicine,IL
PRV018675,1217555641,Dermatology,MS
PRV018676,1489835868,Pediatrics,NE
PRV018677,1770738808,Psychiatry,WY
PRV018678,1549764289,Psychiatry,CO
PRV018679,1404447833,Psychiatry,MI
PRV018680,1014536155,Family Medicine,AL
PRV018681,1263389462,Psychiatry,UT
PRV018682,1267763721,Family Medicine,TX
PRV018683,1222054680,Pediatrics,KS
PRV018684,1993153999,Pediatrics,MD
PRV018685,1229248390,Emergency Medicine,PA
PRV018686,1270516150,Pediatrics,PA
PRV018687,1378749654,Dermatology,IA
PRV018688,1178881863,Psychiatry,TN
PRV018689,1319671482,Family Medicine,MN
PRV018690,1510825493,Cardiology,NV
PRV018691,1581245685,Psychiatry,WY
PRV018692,1913391553,Radiology,NC
PRV018693,1262307258,Orthopedics,IN
PRV018694,1224779420,Radiology,LA
PRV018695,1598611798,Emergency Medicine,NY
PRV018696,1026668977,Orthopedics,NV
PRV018697,1619300341,Cardiology,AK
PRV018698,1843026643,OBGYN,MN
PRV018699,1615907500,Orthopedics,AL
PRV018700,1719425234,Psychiatry,GA
PRV018701,1438807466,Cardiology,VA
PRV018702,1171756988,Emergency Medicine,WA
PRV018703,1429442674,Family Medicine,RI
PRV018704,1113936424,Cardiology,TN
PRV018705,1344779668,OBGYN,NJ
PRV018706,1242742554,Cardiology,RI
PRV018707,1957257071,Emergency Medicine,DE
PRV018708,1819868720,Cardiology,NE
PRV018709,1425927036,Internal Medicine,OH
PRV018710,1768678802,Family Medicine,MA
PRV018711,1123472117,OBGYN,NJ
PRV018712,1573302802,Cardiology,VA
PRV018713,1026102260,Psychiatry,SD
PRV018714,1786040599,Family Medicine,WY
PRV018715,1771530883,Pediatrics,TX
PRV018716,1673475981,Pediatrics,NY
PRV018717,1621541730,Emergency Medicine,CT
PRV018718,1815380379,Cardiology,DE
PRV018719,1048275288,Cardiology,AL
PRV018720,1732358035,Cardiology,NY
PRV018721,1844978158,Radiology,FL
PRV018722,1871317358,Family Medicine,GA
PRV018723,1117845196,Family Medicine,NC
PRV018724,1209273029,Dermatology,TX
PRV018725,1110205842,Dermatology,MT
PRV018726,1663571445,Pediatrics,VA
PRV018727,1787098963,Radiology,NM
PRV018728,1750909434,Pediatrics,CA
PRV018729,1716558542,Orthopedics,MS
PRV018730,1258248360,OBGYN,ND
PRV018731,1149895721,Radiology,OR
PRV018732,1981739711,Psychiatry,CO
PRV018733,1735936119,Psychiatry,MN
PRV018734,1518696334,OBGYN,AK
PRV018735,1128288770,OBGYN,ID
PRV018736,1280664073,Dermatology,MT
PRV018737,1423745002,Dermatology,KY
PRV018738,1055992149,Dermatology,NE
PRV018739,1537606419,Internal Medicine,CO
PRV018740,1132228477,Family Medicine,NH
PRV018741,1177432448,Radiology,ID
PRV018742,1170943570,Pediatrics,MN
PRV018743,1275883142,Psychiatry,LA
PRV018744,1831220584,Emergency Medicine,AZ
PRV018745,1212156807,Emergency Medicine,HI
PRV018746,1613231659,Pediatrics,IA
PRV018747,1395369000,OBGYN,NM
PRV018748,1261974571,Emergency Medicine,IA
PRV018749,1034821714,OBGYN,WI
PRV018750,1653953005,Family Medicine,IN
PRV018751,1927761321,Dermatology,WY
PRV018752,1706584570,Cardiology,NY
PRV018753,1981070402,Internal Medicine,MT
PRV018754,1572554903,Emergency Medicine,KY
PRV018755,1235643512,Family Medicine,NY
PRV018756,1947730901,Emergency Medicine,NH
PRV018757,1972915899,Radiology,MS
PRV018758,1274419136,Psychiatry,IN
PRV018759,1647179309,Internal Medicine,VT
PRV018760,1520603669,Psychiatry,HI
PRV018761,1661010890,Dermatology,SD
PRV018762,1938978674,Radiology,ID
PRV018763,1771225238,Dermatology,MA
PRV018764,1339001087,Orthopedics,NE
PRV018765,1640195018,Orthopedics,GA
PRV018766,1506016041,Internal Medicine,PA
PRV018767,1414684974,Dermatology,FL
PRV018768,1455693165,Pediatrics,SC
PRV018769,1531401763,Dermatology,NJ
PRV018770,1382405890,Family Medicine,WV
PRV018771,1921152408,Cardiology,MS
PRV018772,1462280698,Radiology,SC
PRV018773,1626474937,Psychiatry,OR
PRV018774,1313912075,Emergency Medicine,CA
PRV018775,1825956088,Dermatology,UT
PRV018776,1350608875,Emergency Medicine,AL
PRV018777,1637461883,Orthopedics,TN
PRV018778,1918861275,Emergency Medicine,MS
PRV018779,1059782799,Family Medicine,ID
PRV018780,1223669998,Family Medicine,NV
PRV018781,1931245448,Psychiatry,NH
PRV018782,1171741366,Psychiatry,AZ
PRV018783,1691376265,Psychiatry,ID
PRV018784,1529277890,Pediatrics,WA
PRV018785,1540547106,Dermatology,WA
PRV018786,1853285388,Radiology,ME
PRV018787,1806202471,Family Medicine,SD
PRV018788,1903289627,Orthopedics,WI
PRV018789,1967261743,OBGYN,OH
PRV018790,1230593012,Internal Medicine,MO
PRV018791,1368399979,Pediatrics,TX
PRV018792,1747711827,Orthopedics,HI
PRV018793,1587000825,Orthopedics,NY
PRV018794,1681728706,Cardiology,WA
PRV018795,1792004339,Psychiatry,ID
PRV018796,1713241583,Emergency Medicine,FL
PRV018797,1350887297,Cardiology,AK
PRV018798,1292086577,Family Medicine,GA
PRV018799,1243978953,Radiology,NM
PRV018800,1156770394,Internal Medicine,MS
PRV018801,1414719700,Dermatology,KS
PRV018802,1373197424,Internal Medicine,AL
PRV018803,1307314601,Internal Medicine,FL
PRV018804,1745299343,Emergency Medicine,AR
PRV018805,1370503732,Cardiology,TX
PRV018806,1724516898,Orthopedics,MN
PRV018807,1423722806,Dermatology,VT
PRV018808,1535143025,Pediatrics,UT
PRV018809,1662327406,Psychiatry,NV
PRV018810,1674886050,Emergency Medicine,MA
PRV018811,1697566000,Dermatology,IA
PRV018812,1226536352,Cardiology,KS
PRV018813,1845412819,Family Medicine,VT
PRV018814,1195802369,Internal Medicine,VT
PRV018815,1311308436,Family Medicine,VA
PRV018816,1253738260,Pediatrics,AR
PRV018817,1627361659,Emergency Medicine,NE
PRV018818,1449655871,Radiology,CA
PRV018819,1063215038,Psychiatry,AK
PRV018820,1420553167,Psychiatry,WA
PRV018821,1420999150,Dermatology,CA
PRV018822,1070806164,Orthopedics,MS
PRV018823,1280864489,Internal Medicine,TN
PRV018824,1634545181,Emergency Medicine,ME
PRV018825,1421933535,Pediatrics,OH
PRV018826,1279285928,Internal Medicine,VT
PRV018827,1414619226,Dermatology,HI
PRV018828,1679080609,Internal Medicine,SD
PRV018829,1497697375,Radiology,FL
PRV018830,1496717183,Cardiology,NJ
PRV018831,1680270470,OBGYN,IA
PRV018832,1796764221,Internal Medicine,RI
PRV018833,1329153286,Dermatology,MN
PRV018834,1955224685,Pediatrics,AK
PRV018835,1830608392,Pediatrics,PA
PRV018836,1088511519,Family Medicine,AK
PRV018837,1976041429,Internal Medicine,NV
PRV018838,1067338178,Internal Medicine,PA
PRV018839,1433491824,Dermatology,NY
PRV018840,1153633261,Dermatology,FL
PRV018841,1256736105,OBGYN,OH
PRV018842,1189201667,Psychiatry,WY
PRV018843,1726898046,Internal Medicine,DE
PRV018844,1258271863,Cardiology,SD
PRV018845,1436176459,Psychiatry,IL
PRV018846,1401728164,Internal Medicine,TX
PRV018847,1463384992,OBGYN,MO
PRV018848,1180043791,Family Medicine,AL
PRV018849,1340366737,Radiology,WY
PRV018850,1911089056,Cardiology,MO
PRV018851,1239299983,Radiology,HI
PRV018852,1827081622,OBGYN,DE
PRV018853,1190192260,Pediatrics,NC
PRV018854,1262273793,Internal Medicine,CT
PRV018855,1391048025,Cardiology,UT
PRV018856,1967662599,Psychiatry,NJ
PRV018857,1992949272,Orthopedics,AR
